id;exist;time
89094479;false;855
10925466;false;1711
71845926;false;1283
20319235;false;1710
34695965;false;1283
87222761;false;856
74297416;false;856
80139734;false;1711
17630359;false;1711
24012504;false;855
42425943;false;1711
25594153;false;855
38605891;false;855
62312573;false;1283
51248600;false;1283
87027704;false;856
24136080;false;1283
65525465;false;2138
50410208;false;1283
30037322;false;1283
56801768;false;855
46353388;false;1711
21652821;false;855
64532528;false;855
4373225;false;1283
96657464;false;1282
69314751;false;855
37802138;false;855
71370055;false;1283
25077744;false;1711
72127490;false;855
92031303;false;1283
12344081;false;855
51877958;false;1711
10840471;false;855
43739210;false;855
25144445;false;1283
72369349;false;1283
97572727;false;1710
55061648;false;1283
32502072;false;1283
94563616;false;1283
51837144;true;23094
22664127;false;1711
97816290;false;1283
5896394;false;1710
28121404;false;1711
63279612;false;2138
82928083;false;1283
77524265;false;1710
41838546;false;1283
47091394;false;1710
61522656;false;855
60111583;false;855
43508195;false;855
1786759;false;856
53627245;false;1283
89460343;false;1711
6696068;false;1711
26766100;false;856
68538279;false;1283
4641247;false;1283
18478077;false;1283
95734449;false;855
96678877;false;855
38394860;false;1283
77389155;false;1283
88006083;false;1283
19702129;false;1710
82105739;false;1283
98188394;false;1283
73215129;false;856
47295694;false;428
1164505;false;1283
50754085;false;1711
74449687;false;1283
67002075;false;855
35044373;false;1283
42472004;false;2139
69070547;false;1283
72532050;false;856
27611911;false;1283
30649604;false;1711
69292557;false;856
5563370;false;855
52782215;false;1283
41435645;false;1283
79593271;false;1711
44142595;false;1711
20272330;false;855
32196793;false;855
83864777;false;1283
21172762;false;1283
88449596;false;1283
4129946;false;1283
70207861;false;856
51508450;false;856
44225962;false;856
24550375;false;1283
22283675;false;1283
63371373;false;1283
71968126;false;855
30096630;false;1711
53759968;false;856
24478601;false;1283
15600900;false;856
84260439;false;1711
72315163;false;1283
65007677;false;855
18983205;false;855
95341672;false;855
50708411;false;1283
34064430;false;1283
867063;false;1283
41235407;false;1283
24030857;false;855
7855142;false;1710
78195990;false;1283
37946734;false;855
76878103;false;855
42558040;false;1283
92399063;false;1283
8820768;false;856
73187247;false;1282
18110938;false;1711
22829125;false;855
97835253;false;855
3901319;false;855
13278545;false;855
14098480;false;1283
64973087;false;1283
24986363;false;1283
68179338;false;855
86820574;false;1283
81843591;false;1710
40083721;false;1283
41566368;false;1283
96842098;false;855
58407448;false;9408
16443896;false;1710
77230260;false;855
53858199;false;855
298013;false;1283
60291694;false;1711
53209551;false;1283
1896376;false;855
66453615;false;1283
14622428;false;856
87611071;false;1282
70426946;false;1283
33824990;false;855
75238656;false;855
90187187;false;1711
95653215;false;1283
11698611;false;1283
88232832;false;855
93685083;false;1282
47253705;false;856
36402526;false;856
92045202;false;856
59654846;false;428
87019804;false;855
69126145;false;855
70374590;false;856
6259190;false;855
29530165;false;1710
95565699;false;856
90478370;false;1283
36114418;false;1283
35137406;false;1283
85069054;false;1283
75882127;false;1711
54095951;false;855
33484705;false;855
28502963;false;855
52949447;false;1283
66599357;false;1283
85937617;false;855
25335845;false;1283
82857790;false;855
46755917;false;1711
40343821;false;1283
93771763;false;856
97730314;false;856
64962007;false;855
4092777;false;856
32060905;false;1283
15373112;false;1283
98305963;false;428
80436102;false;1283
23942114;false;855
62692182;false;1283
99953900;false;1283
44469406;false;1710
67475389;false;855
59842934;false;1283
13408626;false;1283
98769820;false;428
77862905;false;1283
48251065;false;1283
16100509;false;856
33360058;false;1283
48398341;false;1283
68564961;false;855
56295762;false;1283
77782435;false;1710
99246213;false;856
54663054;false;855
34398687;false;1283
76850998;false;1282
90814055;false;1283
23516490;false;1283
1024404;false;855
50862810;false;855
87412814;false;855
43822872;false;1283
62031793;false;855
98141967;false;855
65162937;false;855
84588170;false;1283
68106872;false;855
47769469;false;855
46814311;false;855
31346204;false;1283
80088754;false;1283
73707776;false;1283
82905487;false;1283
30784063;false;856
71529025;false;1283
1706981;false;1283
33560134;false;1283
37352020;false;1283
66629858;false;1283
34002997;false;855
40301996;false;1283
27303300;false;1283
58647104;false;1283
92892196;false;1283
2869237;false;855
10144368;false;1283
10335096;false;1283
109766;false;1283
51865639;false;856
60895648;false;1282
67758589;false;1283
42703897;false;1283
78679319;false;1711
44760050;false;1283
11121168;false;1283
52290533;false;855
60117444;false;855
93208454;false;1711
92604152;false;1283
27997918;false;1283
92402767;false;855
53767575;false;1283
42016287;false;1283
26496906;false;855
6589298;false;855
11994397;false;855
97944337;false;1283
70063309;false;855
95837889;false;855
12237154;false;855
42087736;false;856
14345373;false;1283
48368503;false;1283
35951295;false;1283
9908612;false;1283
39862101;false;855
44205982;false;1283
28168944;false;1711
86427614;false;1283
66889036;false;428
49519226;false;1283
79201485;false;1283
83216116;false;1283
23604909;false;1283
86744299;false;1711
22505601;false;1283
81092200;false;855
30318216;false;1283
57571262;false;1283
14706874;false;1283
84655498;false;3849
74485169;false;856
86902031;false;2566
83071472;false;1283
10127345;false;1283
71474141;false;1283
76179629;false;1282
37534865;false;1711
39669769;false;1283
88358835;false;2138
27817078;false;1711
50812911;false;1710
31523308;false;1283
12148440;false;2138
23194806;false;1283
72929419;false;1283
97465154;false;1711
33358934;false;428
10646462;false;1282
55621208;false;1283
16433963;false;1283
43012280;false;856
27679475;false;1283
60325928;false;1283
56651149;false;1283
22006295;false;1711
45450941;false;1283
62086144;false;1283
84084737;false;1283
73667804;false;856
24297986;false;1283
1736972;false;1283
43511643;false;856
83349924;false;2139
64342618;false;2138
73947350;false;1283
15095105;false;855
56208462;false;855
63536009;false;1283
14661491;false;1283
2926603;false;1710
7469079;false;1283
82523004;false;1283
52695124;false;1283
12414039;false;855
58823608;false;1283
26221356;false;1283
12849194;false;855
96993962;false;856
50851395;false;856
13018486;false;1283
8031216;false;1283
79641456;false;1711
74701466;false;1711
56351505;false;1710
23514760;false;855
521005;false;1711
87373387;false;855
464501;false;428
42928590;false;856
32053865;false;1283
3517138;false;855
35063286;false;855
42750818;false;855
1016525;false;855
26775689;false;855
65700444;false;1283
99644963;false;1283
96252264;false;855
40905310;false;855
64356815;false;855
46973016;false;1283
86793204;false;1283
46756604;false;428
59989664;false;855
70335284;false;856
74456493;false;856
79490093;false;856
39739734;false;856
44415065;false;1283
48130021;false;1283
9549256;false;1711
30036403;false;855
52415575;false;1283
75033049;false;1283
46260129;false;856
63504187;false;856
55211808;false;1283
33290641;false;856
7883893;false;428
61177954;false;855
68577003;false;1283
20924269;false;855
3399836;false;855
63985057;false;1283
84047343;false;1283
262841;false;427
80368767;false;1283
14003407;false;1711
66318747;false;1283
55082099;false;855
97937261;false;428
33300436;false;428
66164725;false;855
55311654;false;855
33599077;false;855
35170621;false;1283
77597569;false;1283
85567015;false;855
20035377;false;1283
23333783;false;856
63543380;false;1283
79245998;false;855
89804404;false;1283
51450778;false;855
40664390;false;1711
77830766;false;1283
4956979;false;855
80295458;false;855
7483887;false;855
8801960;false;1283
23316726;true;14112
33384613;false;1283
65265541;false;1283
23842197;false;1283
67160082;false;1283
57533425;false;1282
939669;false;1283
45355142;false;1711
4625369;false;1711
47759838;false;1283
87245899;false;1283
95261019;false;1283
74288860;false;855
68517382;false;855
31135321;false;1710
86126816;false;1283
7303628;false;1283
58510806;false;855
32988270;false;1283
13273632;false;855
22675359;false;856
29470126;false;1283
82076754;false;855
90079855;false;855
12711060;false;1710
1379922;false;856
57956345;false;428
29337318;false;855
77444549;false;855
11669604;false;855
27351917;false;1283
82195944;false;856
73756982;false;1283
54165972;false;855
88317390;false;855
49292957;false;1283
93861472;false;1711
43711275;false;855
68194318;false;428
13453079;false;1283
21612177;false;1283
79310079;false;855
67483447;false;427
45989685;false;1283
67096782;false;855
4391968;false;855
16621970;false;855
91503286;false;855
14684424;false;1283
86875512;false;855
80851519;true;10264
39463308;false;1283
94305364;false;1283
95008305;false;1283
52427211;false;856
87266879;false;856
92957323;false;1283
4317054;false;1283
34316113;false;855
38370064;false;856
94908765;false;1283
20478880;false;856
71435852;false;856
24370008;false;856
4558247;false;856
35566910;false;1283
71174206;false;1283
53135925;false;1283
32764226;false;856
31793557;false;856
77164779;false;1283
72678126;false;1283
19196612;false;1283
96967821;false;855
77204008;false;855
88434140;false;1283
16833157;false;1283
95072849;false;855
84285565;false;855
23859511;false;855
36992418;false;1283
51896397;false;855
74097777;false;3421
87201808;false;855
46910592;false;855
73219643;false;1283
36764709;false;1711
20672406;false;1283
51282827;false;1283
31819528;false;1283
93997697;false;1283
48474720;false;1283
72139485;false;1283
48035206;false;855
29437122;false;855
21268215;false;1283
64826599;false;855
41842308;false;855
87589305;false;856
50102124;false;1283
30598266;false;1283
76984290;false;855
13351712;false;855
10448256;false;1283
11200004;false;1283
41409450;false;856
38655013;false;855
97971398;false;856
59988864;false;856
94529907;false;855
47462115;false;855
36762813;false;428
20361401;false;856
65146465;false;855
59647452;false;1283
12023370;false;855
94701295;false;855
81762235;false;1283
45365269;false;1283
24201033;false;855
44895460;false;1283
26077268;false;856
2252209;false;856
19332715;false;856
4948963;false;1283
71324779;false;427
17785943;false;1283
96615713;false;1283
78116117;false;1283
34505853;false;1283
72592514;false;1283
85376450;false;855
77945735;false;855
47964945;false;855
5755985;false;855
76459626;false;1283
72381484;false;1283
17933795;false;855
96140398;false;1283
80951899;false;856
21919145;false;1283
34832703;false;1710
36664255;false;855
37210160;false;1283
71338428;false;855
93780860;false;1283
95712301;false;1283
94905330;false;855
85768739;false;855
92416120;false;855
24100044;false;1283
37567629;false;428
36458341;false;1283
95376790;false;855
35363332;false;1711
76666284;false;1283
98450353;false;855
9261996;false;1283
30818497;false;855
60612719;false;1283
30106584;false;855
88792566;false;1283
53026777;false;1283
5909810;false;855
85764134;false;855
39162728;false;1710
78232025;false;856
49479592;false;856
95649238;false;428
54472255;false;1283
36158373;false;1282
42212074;false;856
80638509;false;856
16298941;false;1283
70250962;false;1283
64989989;false;856
24439288;false;856
46471734;false;1283
31015576;false;1283
24495458;false;855
87786536;false;856
33972571;true;10263
96793251;false;855
94612413;false;855
49741059;false;1283
17271445;false;855
88023238;false;855
14596324;false;1283
86167967;false;1283
88184911;false;1283
63526910;false;1283
2400741;false;1283
6702509;false;855
91206491;false;1283
20916234;false;1283
69852646;false;1283
14617685;false;855
42348160;false;855
31970143;false;855
80914119;false;1283
74447197;false;1283
21195226;false;855
53192405;false;428
62270815;false;1283
18515149;false;855
30881218;false;855
80396670;false;856
39578289;false;855
373935;false;855
36942536;false;855
22612527;false;855
36433853;false;856
35336022;false;856
22597362;false;855
18391353;false;855
17538217;false;1283
97580466;false;855
94822275;false;855
71837824;false;855
67235073;false;855
56713209;false;855
86595034;false;855
8981927;false;1283
6470529;false;856
89129133;false;1283
46430084;false;1283
7552392;false;1283
98067507;false;1283
5411292;false;1283
92480297;false;855
89978980;false;855
68626275;false;1283
18213863;false;855
24198068;false;1283
68432840;false;1283
56838182;false;855
10630689;false;428
2230516;false;856
59745728;false;1283
93016467;false;1283
51512555;false;1283
36345387;false;855
28924303;false;1283
52847245;false;1282
85552330;false;1283
65160722;false;1283
78696215;false;1283
48037321;false;856
37330786;false;856
7161787;false;856
12739214;false;856
45192991;false;856
58278902;false;1710
17932966;false;855
47541958;false;855
59111483;false;1283
55006880;false;1283
56446384;false;1283
44856425;false;856
22949572;false;856
89683958;false;856
44951585;false;855
59266489;false;1283
74343919;false;856
70907552;false;856
28459595;false;856
88573194;false;855
20716835;false;1283
22456206;false;855
63845133;true;9408
8644441;false;1283
94050154;false;856
56183734;false;1283
69645424;false;1283
65500845;false;855
44804000;false;1283
52016631;false;1283
33144327;false;1283
83846613;false;1283
99773120;false;1283
32870827;false;1283
51193734;false;855
87213572;false;855
20441933;false;855
67710175;false;855
3210593;false;1283
32620714;false;855
36169334;false;855
37245413;false;1283
18814111;false;1282
93023283;false;1283
21974418;false;427
53372642;false;855
17860149;false;855
43994242;false;1711
68599860;false;855
39971058;false;1283
60369407;false;855
53320567;false;428
19636847;false;1283
70517517;false;1283
94965372;false;856
19964241;false;856
4607516;false;855
43363138;false;1283
21419966;false;855
38022382;false;855
3715927;false;856
26132238;false;1283
26795705;false;855
44835481;false;855
37762152;false;855
98076916;false;855
19922663;false;855
46100653;false;856
37589255;false;855
5433393;false;1283
36827448;true;9408
43346345;false;1283
89784486;false;855
52221224;false;1283
43898194;false;855
11627156;false;1283
31215097;false;855
30706117;false;856
48739390;false;1283
92771034;false;855
5945926;false;855
92443699;false;427
29069017;false;1283
22989723;false;1283
87097192;false;1283
52162170;false;427
16134811;false;1283
36514944;false;855
99400764;false;1283
70298968;false;1283
20767663;false;1283
26655112;false;1283
40713513;false;855
81023036;false;1283
15966334;false;1283
11479645;false;1711
70959907;false;1283
78719258;false;1282
65782822;false;1711
8257909;false;1283
40594517;false;1283
23336411;false;855
74607829;false;855
7896627;false;855
5258312;false;1283
33461095;false;428
96536909;false;1283
65790733;false;856
35030444;false;1283
66371216;false;855
82147860;false;855
31921107;false;1283
25303201;false;1283
99734438;false;1283
46067556;false;855
33471964;false;1283
63719697;false;1283
35637209;false;855
99316469;false;856
96070539;false;856
20370858;false;1283
33754170;false;855
60406462;false;3849
75892209;false;1283
37056138;false;856
91623252;false;1283
49584604;false;856
92377036;false;856
4560767;false;855
1059530;false;1283
67836284;false;855
80559348;false;855
78879352;false;856
67215773;false;855
44898849;false;855
51852399;false;855
74180721;false;855
7636678;false;1711
35200836;false;1283
78664070;false;1283
88580771;false;1283
94240781;false;856
43445706;false;855
28195837;false;1283
57587059;false;856
67826676;false;1283
93257583;false;855
64941199;false;1711
12968958;false;855
42681750;false;1282
51312561;false;1283
24917811;false;1711
92739466;false;1283
48418373;false;855
81738019;false;1283
79511726;false;855
86590184;false;855
44448844;false;1283
96089910;false;1283
64563352;false;1283
87222635;false;855
57308558;false;1711
31264892;false;1283
25255573;false;1283
32673075;false;856
56681131;false;856
36839394;false;855
88277537;false;1283
77972448;false;1283
49009891;false;1283
50279662;false;1283
87019957;false;855
11064822;false;1283
65433138;false;855
12964089;false;855
50584352;false;856
43427423;false;855
56158818;false;855
98162915;false;856
85487416;false;856
64007027;false;855
62048614;false;855
85240150;false;855
80753165;false;855
93099722;false;428
62119339;false;856
6015920;false;1282
99942444;false;1283
52519030;false;1283
76330066;false;855
53909915;false;855
58357687;false;855
24927610;false;1283
71717374;false;1283
16116904;false;428
40250799;false;855
84752045;false;1283
92140467;false;1283
14264619;false;855
66576020;false;1283
69066373;false;855
94674103;false;855
18144209;false;1283
84744167;false;856
27524790;false;1282
34022275;false;855
58829365;false;855
57176065;false;856
73964249;false;428
49476999;false;855
36394725;false;855
43843660;false;855
42249621;false;855
86295586;false;1283
99965090;false;855
70501048;false;428
45511382;false;856
99335206;false;855
62995691;false;1283
65401563;false;1283
82698365;false;1283
96120785;false;856
33819799;false;856
79940301;false;855
86694892;false;855
78725306;false;855
16087718;false;855
14048397;false;855
61700087;false;1283
53107968;false;856
14111805;false;855
17681318;false;855
9412803;false;2139
28816517;false;856
32742766;false;1283
44945185;false;855
36198243;false;856
78983461;false;856
60966179;false;1283
96165610;false;856
75365087;false;1283
86007888;false;855
12527009;false;855
130611;false;855
74636509;false;1283
45672701;false;1283
45335342;false;856
76266120;false;1283
93618727;false;1283
94384302;false;856
14954330;false;1283
35728400;false;855
32428616;false;1282
15785471;false;1711
67793176;false;1283
47035712;false;855
52716007;false;855
69781613;false;855
21892999;false;855
62276519;false;855
53945429;false;855
29179291;false;1283
92868512;false;855
80993983;false;855
95914172;false;855
18249717;false;855
34457831;false;855
80782796;false;855
21021984;false;856
41514119;false;856
57379235;false;428
17663409;false;427
46407563;false;1283
59692467;false;856
85849207;false;856
55671993;false;1283
82095305;false;855
70140389;false;855
31267166;false;856
32536060;false;428
64822730;false;855
99723479;false;855
76951327;false;1283
58671404;false;855
33414665;false;855
25353161;false;855
95660135;false;856
84183431;false;1283
27099940;false;1283
8120349;false;855
97052271;false;855
64730427;false;855
15927745;false;855
78514287;false;1283
832252;false;1283
73263434;false;855
42565376;false;855
36544853;false;1711
45664577;false;855
86468998;false;855
30668849;false;1283
63483601;false;855
71095368;false;856
75764453;false;856
384866;false;1283
22327678;false;856
79227300;false;856
98358489;false;1283
66238726;false;1283
86522067;false;1282
72817780;false;855
34208653;false;428
79230934;false;428
75626712;false;855
58194561;false;855
99115070;false;1283
87497349;false;1711
62518187;false;855
6842242;false;855
62089321;false;856
61963487;false;855
72009115;false;1283
64368355;false;427
22796858;false;855
23920227;false;856
98573982;false;1283
55240455;false;1283
20165813;false;1283
3567867;false;855
57716965;false;855
98030074;false;855
34164032;false;856
96839550;false;856
27728380;false;855
59297611;false;855
2308794;false;1283
12931490;false;856
67503268;false;1282
73822116;false;1283
37646425;false;1711
44379765;false;1283
13632642;false;856
39909624;false;856
51169390;false;1283
4884811;false;856
93133767;false;856
62926270;false;1282
78153704;false;1283
11272000;false;1283
34501429;false;856
80951707;false;428
39262115;false;855
29746352;false;1710
86995529;false;1283
69478662;false;1711
17912385;false;1283
12275883;false;855
16673970;false;1283
67783440;false;855
9351323;false;855
25189702;false;855
24489423;false;855
32504094;false;1711
53534956;false;1283
39365267;false;1710
54506042;false;856
47763443;false;856
99718158;false;1283
59792971;false;855
68819238;false;1283
18088631;false;855
98669931;false;427
38017499;false;1283
45004117;false;856
60361581;false;1283
21746958;false;855
57779058;false;1283
22326749;false;427
94962223;false;428
46176024;false;1283
60868204;false;1711
32670257;false;427
89676913;false;427
88693000;false;1283
76570827;false;1283
4473716;false;856
62326493;false;855
54867104;false;1283
59262452;false;856
18070755;false;856
52419440;false;855
62903302;false;856
8569292;false;855
53054395;false;856
36951108;false;856
73287793;false;1283
33752632;false;855
65742426;false;1283
24645338;false;855
91713293;false;855
52920695;false;855
46864132;false;1283
43975627;false;855
36262006;false;428
36074785;false;856
794653;false;1283
45052466;false;1283
77777007;false;1283
28081583;false;856
21006643;false;855
82913149;false;856
23043786;false;856
30639913;false;856
97005114;false;855
79968508;false;855
83577813;false;1283
55873605;false;855
69633576;false;855
59606508;false;855
9079893;false;856
60290288;false;856
76548716;false;428
66647475;false;855
19867216;false;855
9465011;false;855
89361711;false;855
8513547;false;855
57983492;false;1283
77892849;false;855
71299552;false;855
90684249;false;855
62235400;false;855
86709760;false;1283
17483686;false;1283
20073598;false;1283
59899399;false;1283
35152675;false;1282
1833060;false;856
18360631;false;1283
46077537;false;1283
14631160;false;856
90875923;false;856
47547513;false;1283
37456310;false;1283
36240180;false;856
36146986;false;428
54930940;false;856
75697915;false;1283
8992090;false;856
36171480;false;428
90767785;false;855
27036009;false;855
4893167;false;855
5484001;false;1283
70436394;false;1711
7383182;false;1283
9471090;false;1283
47431085;false;856
80977887;false;855
47442686;false;855
87692349;false;855
57064175;false;855
76968307;false;428
17770758;false;856
72561158;false;1283
57579037;false;855
18852669;false;856
67386287;false;1283
70325822;false;856
12554299;false;856
48224225;false;428
99996004;false;855
76996734;false;855
53976139;false;1283
82173442;false;1283
34503601;false;855
36665036;false;855
49112674;false;855
5008894;false;1283
220881;false;1283
74623059;false;1283
60228468;false;1283
97382103;false;856
69002825;false;1283
29433499;false;855
38145270;false;1711
54066716;false;855
66263259;false;855
26846977;false;1283
25061796;false;856
41005915;false;856
81145329;false;856
28471960;false;1283
41050281;false;855
3341824;false;855
74197597;false;855
56645548;false;1283
54109988;false;855
90315352;false;1283
10035067;false;855
4850860;false;1711
49400162;false;1283
77033641;false;856
14733556;false;856
48786593;false;1283
82920368;false;856
62804472;false;1710
42479705;false;855
77512779;false;856
40662700;false;1283
6123595;false;855
48457612;false;855
27704801;false;1283
65950031;false;1283
84273314;false;1283
49481159;false;855
11909676;false;1283
41906380;false;855
75016210;false;855
94696830;false;1710
73680041;false;856
4989718;false;428
82912305;false;855
96795749;false;428
12994147;false;856
83389625;false;856
90835214;false;856
44048927;false;855
41205163;false;1282
74089636;false;855
44865260;false;856
41075198;false;428
89473879;false;855
96568178;false;427
39362865;false;855
79218198;false;1283
9430424;false;428
35995634;false;1283
36268092;false;855
70737487;false;1283
33011690;false;1283
29942393;false;856
45518857;false;856
45397037;false;1283
57146887;false;855
44701136;false;1283
43458462;false;1283
1067130;false;855
24813945;false;855
22760273;false;856
76915198;false;856
51207086;false;855
12016233;false;855
33841830;false;855
35924261;false;855
96804295;false;1283
70921872;false;856
19184856;false;855
91201848;false;855
73704342;false;1283
48050757;false;1283
35659158;false;1283
72809184;false;1283
99792229;false;856
24374977;false;856
66872829;false;855
62166754;false;1283
11664651;false;1282
48816491;false;1283
27781174;false;1283
2597836;false;1283
95498879;false;1283
13358096;false;1283
16983533;false;1711
24468722;false;1283
45310326;false;428
95295055;false;856
7339438;false;856
4902274;false;855
38082197;false;855
47859320;false;855
4883204;false;428
28378569;false;1283
27507133;false;855
16907766;false;1283
80492849;false;855
90005937;false;855
50172630;false;1283
91961331;false;855
47950585;false;1283
38133954;false;855
56872690;false;855
2759187;false;1283
27502560;false;855
28677191;false;1283
94907265;false;855
99882957;false;427
69814555;false;856
33621405;false;856
15074371;false;856
54371467;false;855
40188885;false;855
95746947;false;1283
4402718;false;855
70891901;false;855
62481352;false;855
22781496;false;856
29259571;false;856
16997723;false;856
1826139;false;428
52179409;false;855
32219295;false;855
13950033;false;855
87404384;false;856
73542173;false;856
90545267;false;1710
19500902;false;855
18830031;false;855
86840611;false;856
10887556;false;856
11686848;false;855
70794403;true;10691
24006455;false;11974
3959261;false;427
88840077;false;1283
31681326;false;1283
91450368;false;1282
8569626;false;856
27163874;false;1283
44657942;false;1710
1000541;false;856
19684181;false;1283
21765849;false;855
23502178;false;1283
94779993;false;1283
20343208;false;427
68755110;false;855
78566790;false;1283
630739;false;855
49047315;false;855
29771771;false;855
39997699;false;1283
77982620;false;855
45585982;false;855
71214940;false;1710
67629257;false;1283
72265212;false;1711
79636904;false;1283
